balloon_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
41,"[-66.87050398535284, -75.51413461420472, 9.330341932223492]","[-66.29612963116789, -76.79646371611942, 11.970331150336945]","[-65.61258593552805, -78.32655178737595, 15.125116038639607]","[-64.93506816095542, -79.85174439013714, 17.960315070213863]","[-62.93944024477403, -84.41307861122942, 21.99550524303826]","[-62.287014168863514, -85.93037617326208, 21.3913335169755]","[-61.64063126958365, -87.44728615762558, 19.828891830763062]","[-60.36577256306276, -90.48139575553371, 14.55020241767828]","[-59.73492010113189, -91.99552214236445, 11.37107363935123]","[-58.49133685109638, -95.02209658572627, 5.524524658765822]","[-57.26206674401187, -98.03772233845055, 2.2518762523984233]",,,,,,,,,,,,,
42,"[54.58038424488169, 153.74742054382853, 11.318871306966557]","[53.87026809999221, 153.7505105391583, 6.996807148718252]","[53.00527053142796, 153.66915335134217, 3.222952657648639]","[52.12458923708844, 153.4957803375227, 2.011130872000308]","[49.39065957352211, 152.45138285879926, 13.170687379772932]","[nan, nan, nan]","[47.49544752873621, 151.3370640446513, 21.360929105914295]","[45.54568823615775, 149.9077236788518, 19.422190840926554]","[44.55004431158774, 149.07963556824063, 14.852736014289318]","[42.521402128807736, 147.21097280693598, 4.794662129248776]","[40.447934537337815, 145.0708164575971, 2.5324416618010517]",,,,,,,,,,,,,
43,"[-35.941679137141065, 105.40031029322081, 11.2798915350944]","[-35.81315300572028, 102.56707855412957, 14.81618186471092]","[-35.617767050614006, 99.27870322372299, 18.553451537547307]","[-35.389698598742356, 96.11997159832073, 21.101639616847386]","[-34.62192593886826, 87.44148065690588, 18.523441455353407]","[-34.37190090540013, 84.81631096371507, 14.779246668351574]","[-34.141908722970456, 82.3237667555641, 10.530081769697308]","[-33.764702568574975, 77.73352192434191, 3.5551289886420196]","[-33.634140221184566, 75.63041151440127, 2.0923784822393277]","[-33.5132934078155, 71.80463668072072, 4.495477368040683]","[-33.61204981007016, 68.4649773039124, 12.094533170776064]",,,,,,,,,,,,,
44,"[15.17758632923306, -63.94845829228347, 17.461808861642936]","[13.203677472192519, -66.18995451982245, 15.500043978043852]","[10.812824845431198, -68.87082934280822, 12.931151247478796]","[8.404523343668991, -71.54780548328833, 10.298301855207196]","[1.1581010563404144, -79.61302674464778, 3.7861672745990216]","[-1.2369351444721934, -82.33177530875558, 2.581532608371379]","[-3.608849857761398, -85.073412920121, 2.030706521786394]","[-8.243442317516305, -90.65310213839048, 2.9960417254916525]","[-10.493480326810538, -93.50018911053198, 4.445419959697837]","[-14.807983068288214, -99.32363160702333, 8.779931673645159]","[-18.828359809165942, -105.3460808593855, 13.99384072027865]",,,,,,,,,,,,,
45,"[-43.89905263142856, 45.83844409550785, 16.01940785658918]","[-43.75705943827419, 44.975536608388815, 19.854676484499166]","[-43.595571903158934, 43.8443930640448, 21.96846682572332]","[-43.445288638728016, 42.60806535984075, 20.735676375350177]","[-43.073863552776494, 38.28504172974617, 5.55080615126885]","[-42.98018664042463, 36.64135492064973, 2.3953593646577307]","[-42.8993841250188, 34.899158477567234, 2.463868867573458]","[-42.79421734665879, 31.12311396831368, 11.105940127200741]","[-42.766246648592485, 29.090167639021075, 16.780069310784327]","[-42.770994704622474, 24.747675523400318, 21.94691861889774]","[-42.85559243974066, 20.041500499041216, 14.879247432651342]",,,,,,,,,,,,,
46,"[26.561804170208248, -49.22541577915512, 18.327911673562493]","[26.450779710433288, -48.66650781792072, 19.258917249424456]","[26.328304205137982, -47.996640544426896, 20.220356832531678]","[26.217972290887044, -47.32841198761897, 20.99043964836675]","[25.940482933330443, -45.323490552969425, 21.999892332788612]","[25.866022526159284, -44.65707344559541, 21.876624861757605]","[25.799302351314672, -43.98973782543727, 21.523666327785108]","[25.689737143070523, -42.65933384292027, 20.167155146417326]","[25.64538675494348, -41.993506135089035, 19.194771121863916]","[25.573320010236845, -40.66550260071994, 16.77529143193074]","[25.518078365219875, -39.33636187102311, 13.914008250857945]",,,,,,,,,,,,,
47,"[-21.672126322053842, -25.70390251801018, 21.336111825327592]","[-21.51682691024448, -25.96575943418458, 19.71225002081619]","[-21.328099561436378, -26.284062851131623, 16.727046004852927]","[-21.142204879610627, -26.604196549037727, 13.038716414626373]","[-20.591188292712356, -27.572854355845568, 3.271840391161609]","[-20.410687596494906, -27.895681968796456, 2.0737878232309157]","[-20.230446098628505, -28.21862429898126, 2.3539377861797988]","[-19.87509389636269, -28.864279244594872, 6.967550297854669]","[-19.698612757539493, -29.182957058595967, 10.615027194868388]","[-19.351095289598167, -29.816847055024073, 17.953106661599488]","[-19.00781686633498, -30.437655858282458, 21.877881816469845]",,,,,,,,,,,,,
48,"[-10.65571920099783, -139.23291883560898, 17.89051333997658]","[-11.104857653058973, -138.60750843852432, 19.70553459634403]","[-11.671651776734224, -137.8622551874469, 21.244403063805706]","[-12.266480684403529, -137.1238849520022, 21.958206157623316]","[-14.2280813102464, -134.94741438610592, 18.909861978982903]","[-14.938883940427559, -134.23576740100373, 16.46705405046453]","[-15.678597673025203, -133.53029002163922, 13.624995367646227]","[-17.2373895849215, -132.13695665658526, 7.773906005965014]","[-18.056411648411917, -131.44767714148315, 5.285389026882309]","[-19.77077153544287, -130.08748481491105, 2.275023658646692]","[-21.580214110897305, -128.7439613740421, 2.6571833508524865]",,,,,,,,,,,,,
49,"[-40.33905807362959, 172.67553484704274, 16.711220634804473]","[-40.90390007537641, 173.13252196237866, 18.28450155378085]","[-41.57139481078252, 173.69136216326035, 19.8729256947581]","[-42.22726075122059, 174.2592402549554, 21.057682075629195]","[-44.09977324901208, 176.0671065807023, 21.706671595422875]","[-44.6859854907742, 176.71077731496248, 20.91754149521431]","[-45.248320237077685, 177.3817147373308, 19.67133402754034]","[-46.29955136989843, 178.80719997675968, 16.084849220934068]","[-46.78314953469611, 179.56738996587066, 13.927335244081226]","[-47.65274674274786, -178.80542985123844, 9.432869354188085]","[-48.37871776442009, -177.02972692015902, 5.457052850893212]",,,,,,,,,,,,,
50,"[-45.12472721259408, -158.03594125653214, 2.2813631589236145]","[-44.26698680415366, -157.0127468317077, 2.1801067340640916]","[-43.19493456748424, -155.91160731381214, 2.0880854006743608]","[-42.0821034341841, -154.9497560955633, 2.028556330636494]","[-38.60288098381435, -152.83905613010202, 2.0461723386486685]","[-37.42164360071967, -152.37526953462663, 2.1173802138315665]","[-36.2446601512982, -152.0177394267137, 2.22098760946424]","[-33.92641627148866, -151.59774388139826, 2.5237906112853636]","[-32.797147431217695, -151.5191323481072, 2.7220780996343965]","[-30.623387448888465, -151.5900928404548, 3.2089603725234728]","[-28.58915561897926, -151.917104699652, 3.8110047266326106]",,,,,,,,,,,,,
51,"[-69.38899538224722, 5.252062195376033, 12.85001483603433]","[-70.1516191426547, 1.999596334049362, 10.438333810660957]","[-71.02832075960124, -2.315826535708881, 7.675861832724626]","[-71.84079747716278, -7.13135621834719, 5.275994944052602]","[-73.58417838992087, -24.772089482499286, 2.0070561399057762]","[-73.82755319334176, -31.587144597263787, 2.5326236496831225]","[-73.85142843899284, -38.66405934487041, 3.8508117469735836]","[-73.1781282606526, -52.78666454871431, 8.364917099214196]","[-72.47853404823924, -59.425810550427485, 11.184193579029817]","[-70.42073243063504, -71.14867278500212, 16.784481974509234]","[-67.63740378948737, -80.51963307325681, 20.81733989140622]",,,,,,,,,,,,,
52,"[7.147050187022945, 12.579522596049275, 16.254250222663202]","[7.604138603089472, 12.463096048737198, 19.774604183608382]","[8.12735368963042, 12.372538817639642, 21.904055816533138]","[8.62094545294095, 12.32984216585863, 21.19983206182124]","[9.918067513773128, 12.467870943650952, 7.5937652121098145]","[10.288633326789675, 12.591373409746934, 3.5978122763289804]","[10.629487426513165, 12.747070738103998, 2.0049816385287027]","[11.223813681023982, 13.152755776058802, 7.034884046704134]","[11.481152870992338, 13.39667807121136, 12.219666640488226]","[11.922700058411381, 13.953902748201603, 20.933542847915966]","[12.283337326236811, 14.594699897960162, 20.156778969399298]",,,,,,,,,,,,,
53,"[-53.53548805671183, 1.9426901496873805, 3.3658062826025805]","[-54.71805449004592, 0.17366346952533715, 6.751287993246028]","[-56.13299221541382, -2.0126421408467667, 12.348935934046052]","[-57.54171172088447, -4.2747595398299, 17.8282595150084]","[-61.671608676455065, -11.632869340067407, 18.869788789651174]","[-62.99696475983682, -14.31600705557005, 13.692040532678154]","[-64.28830686774222, -17.139366348521584, 7.945761538774207]","[-66.74055325340218, -23.26121985191354, 2.0022574856020725]","[-67.88592678116987, -26.595184349130275, 3.7961556789871533]","[-69.98409309569861, -33.871320509496584, 14.109236233913272]","[-71.77043696112437, -42.015481697570934, 21.83209103895393]",,,,,,,,,,,,,
54,"[20.20794849312669, 83.33648950385182, 10.838687834318952]","[20.028756884385007, 82.82091953527753, 8.192181417044619]","[nan, nan, nan]","[19.6323041462525, 81.57306965107335, 3.331289115369687]","[19.150300678211728, 79.68059072786454, 3.0636861630194225]","[19.023275787695837, 79.04289948369532, 4.993605945874501]","[18.914591747988766, 78.40268443887946, 7.676271239623054]","[18.75760875116783, 77.1140784654718, 14.094726541843524]","[18.708357473086487, 76.4669926744848, 17.143128057032783]","[18.676244549363396, 75.16979356146538, 21.31445193541619]","[18.732741551683056, 73.86766423786885, 21.594313888696774]",,,,,,,,,,,,,
55,"[35.082002245882684, -97.08139536545691, 3.0986224862069474]","[34.69906180403722, -97.7041262708264, 4.451564865615584]","[34.23082307229188, -98.36825735060808, 6.648606522399252]","[33.746707837960905, -98.93789508672972, 9.294054212980488]","[32.21474189640387, -100.0722489184874, 17.630372897877432]","[31.672468146101632, -100.25450180434835, 19.762645183909946]","[31.11621475717558, -100.3361524504508, 21.244006789044363]","[29.953522255824303, -100.19090808354866, 21.820062791687427]","[29.348621681195688, -99.96625679684585, 20.86656667957552]","[28.096493965650726, -99.20543986669341, 16.87077330226586]","[26.787359046801058, -98.0295895978614, 11.273991697780566]",,,,,,,,,,,,,
56,"[-68.72467030835833, -8.490379390388547, 8.767791636623969]","[-69.16888520128197, -7.8338400745521835, 7.604220979388372]","[-69.72240727932727, -7.091339727232358, 6.301203064254261]","[-70.29445503609892, -6.401245129398601, 5.128577672203285]","[-72.11263124869373, -4.695828946553423, 2.6397635239657475]","[-72.74113217252913, -4.269097420293174, 2.2164736285178197]","[-73.37878307718474, -3.9184264396779276, 2.016366338225568]","[-74.6676256399636, -3.479327713945488, 2.2990083139101696]","[-75.31348641276071, -3.400227225605441, 2.775384448649831]","[-76.59714784849956, -3.553009386814378, 4.343631480259046]","[-77.85273123280913, -4.150844728625832, 6.606952918707439]",,,,,,,,,,,,,
57,"[75.27821292266981, -139.482884915329, 4.41093265323978]","[75.14201453814506, -136.66290214856338, 8.22430846497229]","[74.95215421936466, -133.27772772509132, 13.813039548274164]","[74.72868850303365, -129.9043373202968, 18.828349386689524]","[73.85241915931346, -119.97899969000953, 18.302125555316337]","[73.48954839519625, -116.774955576125, 13.122659223668284]","[73.09229418398162, -113.64234729520889, 7.587610217956166]","[72.19153399824319, -107.62337733085631, 2.003082540803568]","[71.68967258658513, -104.74924687247531, 3.7146616187625483]","[70.58790721451446, -99.29934151551626, 13.614537347998738]","[69.36485899448695, -94.25446186067512, 21.638170281874757]",,,,,,,,,,,,,
58,"[47.45271460181874, -104.97268506839522, 20.872071632899434]","[47.63359588559284, -105.52636650748094, 21.995199686016043]","[47.839662850886356, -105.95525952093939, 19.99848373513305]","[48.03507765111696, -106.11973780099531, 15.092887421738032]","[48.55758256982842, -105.01957634750586, 2.0111742500650713]","[48.7067745192261, -104.11683134372112, 3.55582205407711]","[48.83912591097161, -102.94727490702577, 8.173067258198301]","[49.02892907796024, -99.81448002312568, 19.39606387871803]","[49.07342516970803, -97.85410800619893, 21.921297816628254]","[49.029719300224414, -93.18626401821918, 16.539064565302663]","[48.747935243375906, -87.56930283547926, 5.152791400773186]",,,,,,,,,,,,,
59,"[66.05827629488786, 64.87962598933103, 4.238749307105017]","[66.71694273475569, 63.681346908202734, 3.4027473378985036]","[67.38006973127251, 61.929096850588174, 2.642952207562601]","[67.88485547581918, 59.88725317767087, 2.1707726448135]","[68.37998227382043, 52.79546426015259, 2.5770951746876722]","[68.20381133099667, 50.416195282461274, 3.3062513603876855]","[67.87385441931741, 48.168731051785514, 4.3027145490649765]","[66.80972198732209, 44.29653515434949, 6.966484063231926]","[66.1128155760968, 42.73366748307822, 8.55268089478829]","[64.47692666299348, 40.369561356184924, 11.989894327488122]","[62.623896046678574, 38.91664283789244, 15.428797409753914]",,,,,,,,,,,,,
60,"[-5.539186379631821, 69.77408612809064, 5.8280112421135595]","[-5.174220521923671, 66.83001855527264, 3.266557115355404]","[-4.676127027618715, 63.24701016376515, 2.005263190334027]","[-4.105083227012654, 59.6122458618655, 2.9685032796103847]","[-1.967790992739257, 48.47245224520684, 14.97103803248249]","[-1.1112271323803014, 44.69773448305479, 19.017493640367018]","[-0.18405372792972932, 40.90285548031481, 21.50292589614818]","[1.8720782081638856, 33.27510297900676, 20.046195067393825]","[2.9946801010241293, 29.446647062125695, 16.427919877411217]","[5.407764266262685, 21.78279409035927, 7.261357796945095]","[8.01320620294557, 14.12736902356109, 2.077533264812965]",,,,,,,,,,,,,
61,"[66.26747368235861, -163.58741619248966, 8.666667599827456]","[66.53686718873115, -164.1091188497379, 6.019170816300383]","[66.83023637158182, -164.9662175064728, 3.570671730300388]","[67.08215392877386, -166.07594557477057, 2.2126207130136333]","[67.56690276538437, -170.91234080681585, 5.613329137687464]","[67.61759312347736, -173.00572700999538, 8.747644934162354]","[67.60486472810405, -175.31642036037942, 12.303390040871282]","[67.3529628208629, 179.49085399522164, 18.840873493745804]","[67.1019550578731, 176.65939602593684, 20.97891486514826]","[66.32954742934106, 170.68475590380604, 21.645224416968247]","[65.1706775982681, 164.5029731400545, 17.484588009762582]",,,,,,,,,,,,,
62,"[-74.60043240459561, -113.5714659024639, 11.961360620094815]","[-73.95063092980381, -114.45841141194332, 13.163424763678654]","[-73.16935577067903, -115.50729512423585, 14.582431822053195]","[-72.39180078229604, -116.53954807070772, 15.947170032457954]","[-70.05782735385542, -119.48842813046205, 19.442890380143623]","[-69.2817463489501, -120.41626449714029, 20.32733336090509]","[-68.50532162644075, -121.31123870408784, 21.03823797518273]","[-66.95202997613173, -122.99705238536636, 21.88309130606738]","[-66.17688424409839, -123.78595591414921, 21.999641844572913]","[-64.62537697579752, -125.24562101874885, 21.608757169511428]","[-63.07428954644243, -126.53661241674055, 20.420073370041138]",,,,,,,,,,,,,
63,"[36.21013129464538, -17.43006208460463, 2.820565691005161]","[35.408049469484844, -17.09092735030303, 2.099249745113479]","[34.41481725693954, -16.74043051773383, 2.160444658521305]","[33.38435799217057, -16.45294561563406, 3.2225741659936666]","[30.12474654572731, -15.97430649014669, 10.900571558620758]","[28.995084811966723, -15.944701579512957, 14.085834820994203]","[27.84952500824513, -15.97882378831119, 17.05970900939992]","[25.5305539330976, -16.241184590382314, 21.211757133441687]","[24.365038704264986, -16.466144783413256, 21.96855464801447]","[22.04431866819007, -17.09295837924806, 20.465854871630043]","[19.759949520563634, -17.945481449958784, 15.605562761483966]",,,,,,,,,,,,,
