balloon_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
31,"[-31.578666625000768, -120.02439690780938, 13.609068410805092, -3598.163330078125]","[-32.16940354609322, -121.04291249721928, 18.05183382400258, -3422.9541015625]","[-32.797880583045924, -122.37921965017478, 21.445398481550015, -3284.684326171875]","[-33.32668362281544, -123.82505725611263, 21.685586757791768, -3451.373291015625]","[-34.240690412469405, -128.67693867387413, 7.750676818766097, -3532.21435546875]","[-34.30051936130576, -130.40830075874837, 3.453279988126498, -3577.1142578125]","[-34.238306450647435, -132.16751252619764, 2.0081261068304688, -3741.03662109375]","[-33.74248656224393, -135.68635224198232, 8.492083614545832, -4604.16259765625]","[-33.31684615924742, -137.41600246512118, 14.258135053468658, -4504.01513671875]","[-32.14804244790877, -140.73404346338626, 21.854227377219143, -4811.5390625]","[-30.610971324049597, -143.80398678291405, 17.392324335214795, -4646.388671875]",,,,,,,,,,,,,
32,"[28.916097178548586, -125.23398083939288, 2.0668662172993937, -4488.224609375]","[29.44223438725959, -122.93465183368596, 3.6783819186831987, -4239.50537109375]","[30.062873340406796, -120.068151146531, 7.9556970513019545, -3942.7099609375]","[30.66997897900681, -117.09244336766723, 13.495625486261176, -2086.87158203125]","[32.3862389820265, -107.52593769947002, 21.613501000417436, 1498.4085693359375]","[32.91400046876769, -104.13645740754264, 18.634219939066828, 1215.1494140625]","[33.41595960669047, -100.65608787957743, 13.58078058626034, 691.6973876953125]","[34.3316341041658, -93.43943030321245, 3.7273642753851437, 154.73849487304688]","[34.74098034558208, -89.71399727472199, 2.0044810814135143, 111.15011596679688]","[35.46026218962832, -82.06671593423223, 7.491021343257289, 641.1075439453125]","[36.03687857850573, -74.1985001235535, 18.173342071212616, -2235.7568359375]",,,,,,,,,,,,,
33,"[-14.072136598937552, 33.56688866859702, 21.508951480732165, 1078.020263671875]","[-14.44403473146075, 33.54404033107461, 19.31151541972111, 935.4974975585938]","[-14.840938068265977, 33.5491952501236, 14.922357661486906, 783.4986572265625]","[-15.183454395116813, 33.59011982140094, 9.752023166335222, 673.2802734375]","[-15.877648858056437, 33.910068813276425, 2.254254697977709, 456.2294921875]","[-15.997505767597444, 34.08323031072155, 4.678214262484225, 451.5708312988281]","[-16.06306248146071, 34.289074186351186, 9.063236831796557, 549.1163940429688]","[-16.03205140087332, 34.79476202030607, 18.805609560431098, 828.27685546875]","[-15.936156159728116, 35.09560170629307, 21.5568341703746, 900.6546020507812]","[-15.588082501618235, 35.7918513516406, 19.33203943482213, 631.1641845703125]","[-15.040141216867807, 36.6099702834637, 9.781395163739392, 633.8394165039062]",,,,,,,,,,,,,
34,"[-33.44263324469718, -11.565506678723212, 3.668510564637403, -3729.34814453125]","[-33.11200477205469, -8.045043486495778, 7.302039818417679, -4252.78125]","[-32.70234938545353, -3.873497774563242, 13.057355521104466, -3611.79296875]","[-32.28422531095886, 0.2300868547877849, 18.448000439893914, -4193.6396484375]","[-30.966801783069936, 12.093774466340706, 18.100958619110397, -4014.76513671875]","[-30.51095917283387, 15.879965945786886, 12.613150071543478, -320.09808349609375]","[-30.04701882386498, 19.575656722472058, 6.913295916128276, 947.1762084960938]","[-29.100089712944165, 26.669761500419494, 2.1160554768517112, 1426.310791015625]","[-28.61895272907729, 30.060254512507235, 4.666044793840014, 1247.76708984375]","[-27.64787162674906, 36.507575297457635, 15.58212567724781, -2004.01708984375]","[-26.669455476354845, 42.48429052721039, 21.99893096544111, -4277.27587890625]",,,,,,,,,,,,,
35,"[19.50675629166706, -44.98726302577494, 7.508327081028518, -3286.530029296875]","[19.801130744956254, -45.736899775661, 7.036464889585689, -2822.843505859375]","[20.14831133200566, -46.64676560230972, 6.489018164704756, -3298.356201171875]","[20.49288744894581, -47.56620287614434, 5.964481411282151, -4198.42529296875]","[21.510254612683834, -50.371432283814244, 4.548417628163548, -4598.1474609375]","[21.847805224501442, -51.31724179544024, 4.135496985252607, -5119.068359375]","[22.184950148677196, -52.268993649530195, 3.754948156006032, -5616.0859375]","[22.85969046269416, -54.183296285824945, 3.0976335549205736, -5050.99462890625]","[23.1999953958532, -55.14176342013603, 2.8234007025350785, -5564.6806640625]","[23.88894630758179, -57.06363049663691, 2.3897446041415726, -5903.935546875]","[24.591403746021594, -58.98056127393166, 2.114622024995377, -5799.91455078125]",,,,,,,,,,,,,
36,"[76.29410144998023, -4.132751180277926, 21.980535058875322, -2895.86279296875]","[75.7066977497804, -4.520651983948788, 21.558818767308516, -3347.34228515625]","[75.01662567679202, -5.142384025345505, 20.35856138650983, -3539.36767578125]","[74.34428169022664, -5.910493574673175, 18.494129902834636, -3439.095703125]","[72.40127124993938, -8.90702771256896, 10.58574551645773, -2468.24755859375]","[71.76963106379702, -10.088728607910632, 7.878801301854603, -1963.5302734375]","[71.14318102360409, -11.340555056300614, 5.4988458012611, -1302.68408203125]","[69.88608272445867, -14.01571157012124, 2.4387008974896176, -1492.51171875]","[69.25049964827625, -15.420742203581645, 2.001029102264594, -1249.045654296875]","[67.9547024259443, -18.31306506167129, 3.4821332320361904, -924.1066284179688]","[66.60105511798479, -21.261144620794724, 7.618395747124785, -105.68521118164062]",,,,,,,,,,,,,
37,"[-18.115261456273576, 39.390489643257794, 9.393227157934593, -2186.47607421875]","[-18.552081912978675, 38.09036250229299, 9.831785673426637, -1384.12841796875]","[-19.092964652092977, 36.56625240460614, 10.363932889629101, -134.60086059570312]","[-19.647188793131857, 35.088884141004904, 10.900737593612863, 28.7368106842041]","[-21.3795400963586, 30.939681059228842, 12.524322134597558, 466.7537841796875]","[-21.97604512518248, 29.65422899872309, 13.064508742383145, 613.6935424804688]","[-22.5782580636727, 28.42363635463125, 13.601717915987994, 816.3355712890625]","[-23.79867139063642, 26.12153219195517, 14.660163037265287, 1041.3326416015625]","[-24.411545784676267, 25.052659514237696, 15.178583144092165, 1149.56689453125]","[-25.63855131996115, 23.085820152404377, 16.185636340594048, 1043.4697265625]","[-26.858050319909644, 21.35335200689623, 17.14368918014365, 905.7517700195312]",,,,,,,,,,,,,
38,"[-56.268040574451256, -63.48176813503907, 2.102195460894327, -3965.2998046875]","[-56.635919471785535, -67.14426030648892, 2.263434620524933, -1906.651611328125]","[-57.08502342216081, -71.6309882388119, 4.21108183760577, -3811.988525390625]","[-57.53924951823252, -76.21216408769082, 7.693931913026121, -4690.7568359375]","[-58.931068822381235, -90.49129647804374, 19.821786838017402, -5161.68701171875]","[-59.399065439959905, -95.41409780447134, 21.74814297276408, -4693.8603515625]","[-59.86788710996621, -100.41394700448977, 21.752501503036466, -4812.87451171875]","[-60.80072041196808, -110.61134940112464, 16.371126220582553, -5175.29150390625]","[-61.261635471382, -115.80198857748914, 12.045296176447785, -5072.15478515625]","[-62.166762502643, -126.33272310812868, 4.22340644359453, -4923.05029296875]","[-63.040228718875106, -137.02561433941767, 2.2317872876409783, -4122.34130859375]",,,,,,,,,,,,,
39,"[12.144089081204571, -100.8989461797139, 4.943511508960834, -3324.169677734375]","[11.896554260740537, -100.82819617363182, 8.153503342622045, -3328.669677734375]","[11.600235482387681, -100.69983633479085, 12.714266742616259, -3364.8330078125]","[11.30558589835106, -100.53139333162285, 17.12139480644237, -3399.040283203125]","[10.41268709344199, -99.79584592207297, 21.339215556394652, -3650.74853515625]","[10.110624419158116, -99.47901569579719, 18.73581567105231, -3871.541015625]","[9.801496266554192, -99.12875580802846, 14.693597161105213, -4015.073974609375]","[9.164830876436234, -98.34437570365735, 5.871639668647994, -3611.2353515625]","[8.830786067755003, -97.91316162754278, 2.9731872687807837, -3458.913818359375]","[8.1264025894336, -96.98476461630071, 3.1651054947802315, -3382.9130859375]","[7.362748852258698, -95.98604268939967, 10.498129885082678, -3788.37841796875]",,,,,,,,,,,,,
40,"[54.39378458462753, -14.601606855094833, 14.68014985761007, -2453.41796875]","[54.2362419568504, -12.590370647842489, 16.04476700489289, -1161.4879150390625]","[54.11176622653728, -10.26693224482296, 17.568052139965864, -90.29144287109375]","[54.055584516749605, -8.04496704052617, 18.922587921439586, 80.75566101074219]","[54.25122018856692, -1.9961779661518124, 21.599719394216702, 321.6879577636719]","[54.42111547257924, -0.18898626724882478, 21.93976438788522, -38.442955017089844]","[54.63768033212613, 1.5107196363316504, 21.97932596911548, -41.56143569946289]","[55.18002718762488, 4.586625256461989, 21.161322383835447, -39.56382369995117]","[55.50013509433136, 5.961291150467329, 20.328268655136327, -40.78707504272461]","[56.21313613807682, 8.387106764912515, 17.940109863746212, -5.169258117675781]","[56.9987638466386, 10.382190982383674, 14.83870075649542, 1.9087681770324707]",,,,,,,,,,,,,
41,"[-66.87050398535284, -75.51413461420472, 9.330341932223492, -3353.164794921875]","[-66.29612963116789, -76.79646371611942, 11.970331150336945, -3831.25390625]","[-65.61258593552805, -78.32655178737595, 15.125116038639607, -4030.477783203125]","[-64.93506816095542, -79.85174439013714, 17.960315070213863, -4213.54052734375]","[-62.93944024477403, -84.41307861122942, 21.99550524303826, -4779.98486328125]","[-62.287014168863514, -85.93037617326208, 21.3913335169755, -4833.7041015625]","[-61.64063126958365, -87.44728615762558, 19.828891830763062, -4675.46630859375]","[-60.36577256306276, -90.48139575553371, 14.55020241767828, -4824.9345703125]","[-59.73492010113189, -91.99552214236445, 11.37107363935123, -4801.8330078125]","[-58.49133685109638, -95.02209658572627, 5.524524658765822, -4285.7333984375]","[-57.26206674401187, -98.03772233845055, 2.2518762523984233, -5486.67529296875]",,,,,,,,,,,,,
42,"[54.58038424488169, 153.74742054382853, 11.318871306966557, -419.95672607421875]","[53.87026809999221, 153.7505105391583, 6.996807148718252, -424.38201904296875]","[53.00527053142796, 153.66915335134217, 3.222952657648639, -403.1976013183594]","[52.12458923708844, 153.4957803375227, 2.011130872000308, -573.97607421875]","[49.39065957352211, 152.45138285879926, 13.170687379772932, -2046.9969482421875]","[nan, nan, nan]","[47.49544752873621, 151.3370640446513, 21.360929105914295, -2770.566162109375]","[45.54568823615775, 149.9077236788518, 19.422190840926554, -930.0578002929688]","[44.55004431158774, 149.07963556824063, 14.852736014289318, -2439.580322265625]","[42.521402128807736, 147.21097280693598, 4.794662129248776, -4695.91015625]","[40.447934537337815, 145.0708164575971, 2.5324416618010517, -5485.2978515625]",,,,,,,,,,,,,
43,"[-35.941679137141065, 105.40031029322081, 11.2798915350944, -5403.00732421875]","[-35.81315300572028, 102.56707855412957, 14.81618186471092, -4873.18310546875]","[-35.617767050614006, 99.27870322372299, 18.553451537547307, -4556.39111328125]","[-35.389698598742356, 96.11997159832073, 21.101639616847386, -4531.7578125]","[-34.62192593886826, 87.44148065690588, 18.523441455353407, -3642.214599609375]","[-34.37190090540013, 84.81631096371507, 14.779246668351574, -4126.45263671875]","[-34.141908722970456, 82.3237667555641, 10.530081769697308, -3026.466552734375]","[-33.764702568574975, 77.73352192434191, 3.5551289886420196, -2869.5615234375]","[-33.634140221184566, 75.63041151440127, 2.0923784822393277, -3551.03173828125]","[-33.5132934078155, 71.80463668072072, 4.495477368040683, -4858.12890625]","[-33.61204981007016, 68.4649773039124, 12.094533170776064, -4545.26318359375]",,,,,,,,,,,,,
44,"[15.17758632923306, -63.94845829228347, 17.461808861642936, -2414.9169921875]","[13.203677472192519, -66.18995451982245, 15.500043978043852, -4879.677734375]","[10.812824845431198, -68.87082934280822, 12.931151247478796, 106.46266174316406]","[8.404523343668991, -71.54780548328833, 10.298301855207196, 1287.9896240234375]","[1.1581010563404144, -79.61302674464778, 3.7861672745990216, -364.96728515625]","[-1.2369351444721934, -82.33177530875558, 2.581532608371379, -1550.480712890625]","[-3.608849857761398, -85.073412920121, 2.030706521786394, -3377.962158203125]","[-8.243442317516305, -90.65310213839048, 2.9960417254916525, -4123.33056640625]","[-10.493480326810538, -93.50018911053198, 4.445419959697837, -3718.512451171875]","[-14.807983068288214, -99.32363160702333, 8.779931673645159, -3715.83935546875]","[-18.828359809165942, -105.3460808593855, 13.99384072027865, -4057.53271484375]",,,,,,,,,,,,,
45,"[-43.89905263142856, 45.83844409550785, 16.01940785658918, -2190.404052734375]","[-43.75705943827419, 44.975536608388815, 19.854676484499166, -2365.054443359375]","[-43.595571903158934, 43.8443930640448, 21.96846682572332, -2767.95458984375]","[-43.445288638728016, 42.60806535984075, 20.735676375350177, -2657.3779296875]","[-43.073863552776494, 38.28504172974617, 5.55080615126885, -3031.38671875]","[-42.98018664042463, 36.64135492064973, 2.3953593646577307, -3838.343994140625]","[-42.8993841250188, 34.899158477567234, 2.463868867573458, -4482.42041015625]","[-42.79421734665879, 31.12311396831368, 11.105940127200741, -5149.31201171875]","[-42.766246648592485, 29.090167639021075, 16.780069310784327, -5077.3037109375]","[-42.770994704622474, 24.747675523400318, 21.94691861889774, -4574.12060546875]","[-42.85559243974066, 20.041500499041216, 14.879247432651342, -5088.91650390625]",,,,,,,,,,,,,
46,"[26.561804170208248, -49.22541577915512, 18.327911673562493, -4708.94482421875]","[26.450779710433288, -48.66650781792072, 19.258917249424456, -4495.955078125]","[26.328304205137982, -47.996640544426896, 20.220356832531678, -4336.0546875]","[26.217972290887044, -47.32841198761897, 20.99043964836675, -4162.947265625]","[25.940482933330443, -45.323490552969425, 21.999892332788612, -3970.521484375]","[25.866022526159284, -44.65707344559541, 21.876624861757605, -3874.162353515625]","[25.799302351314672, -43.98973782543727, 21.523666327785108, -3773.986572265625]","[25.689737143070523, -42.65933384292027, 20.167155146417326, -4145.24267578125]","[25.64538675494348, -41.993506135089035, 19.194771121863916, -3981.6923828125]","[25.573320010236845, -40.66550260071994, 16.77529143193074, -4322.708984375]","[25.518078365219875, -39.33636187102311, 13.914008250857945, -4666.12744140625]",,,,,,,,,,,,,
47,"[-21.672126322053842, -25.70390251801018, 21.336111825327592, -5532.48388671875]","[-21.51682691024448, -25.96575943418458, 19.71225002081619, -5698.70654296875]","[-21.328099561436378, -26.284062851131623, 16.727046004852927, -5683.44775390625]","[-21.142204879610627, -26.604196549037727, 13.038716414626373, -5608.92431640625]","[-20.591188292712356, -27.572854355845568, 3.271840391161609, -5353.7880859375]","[-20.410687596494906, -27.895681968796456, 2.0737878232309157, -5321.02880859375]","[-20.230446098628505, -28.21862429898126, 2.3539377861797988, -5259.64404296875]","[-19.87509389636269, -28.864279244594872, 6.967550297854669, -5091.7431640625]","[-19.698612757539493, -29.182957058595967, 10.615027194868388, -5024.97802734375]","[-19.351095289598167, -29.816847055024073, 17.953106661599488, -4882.0625]","[-19.00781686633498, -30.437655858282458, 21.877881816469845, -4649.40087890625]",,,,,,,,,,,,,
48,"[-10.65571920099783, -139.23291883560898, 17.89051333997658, -3353.123291015625]","[-11.104857653058973, -138.60750843852432, 19.70553459634403, -3912.960693359375]","[-11.671651776734224, -137.8622551874469, 21.244403063805706, -3828.36376953125]","[-12.266480684403529, -137.1238849520022, 21.958206157623316, -4044.563720703125]","[-14.2280813102464, -134.94741438610592, 18.909861978982903, -4189.666015625]","[-14.938883940427559, -134.23576740100373, 16.46705405046453, -4220.61962890625]","[-15.678597673025203, -133.53029002163922, 13.624995367646227, -3971.05029296875]","[-17.2373895849215, -132.13695665658526, 7.773906005965014, -4347.611328125]","[-18.056411648411917, -131.44767714148315, 5.285389026882309, -4261.34716796875]","[-19.77077153544287, -130.08748481491105, 2.275023658646692, -3965.61328125]","[-21.580214110897305, -128.7439613740421, 2.6571833508524865, -3941.24951171875]",,,,,,,,,,,,,
49,"[-40.33905807362959, 172.67553484704274, 16.711220634804473, -122.96598815917969]","[-40.90390007537641, 173.13252196237866, 18.28450155378085, 54.80940246582031]","[-41.57139481078252, 173.69136216326035, 19.8729256947581, 416.1201171875]","[-42.22726075122059, 174.2592402549554, 21.057682075629195, -687.862548828125]","[-44.09977324901208, 176.0671065807023, 21.706671595422875, -424.3318786621094]","[-44.6859854907742, 176.71077731496248, 20.91754149521431, -1310.173095703125]","[-45.248320237077685, 177.3817147373308, 19.67133402754034, -2114.48095703125]","[-46.29955136989843, 178.80719997675968, 16.084849220934068, -2674.90185546875]","[-46.78314953469611, 179.56738996587066, 13.927335244081226, -2362.788330078125]","[-47.65274674274786, -178.80542985123844, 9.432869354188085, -2511.926513671875]","[-48.37871776442009, -177.02972692015902, 5.457052850893212, -4804.2734375]",,,,,,,,,,,,,
